BE	boundary	disf	filename	filler	glob_id	level	nested	sent_id	time	tok_id	token
0	//	0	T10102	0	44	0	0	8	417.6	0	mhn
0	None	0	T10102	0	0	0	0	9	520.7	0	you
0	None	0	T10102	0	1	0	0	9	520.7	1	use
0	//	0	T10102	0	2	0	0	9	520.7	2	colors
0	None	0	T10102	1	3	0	0	10	520.7	0	um
0	//	0	T10102	0	4	0	0	10	520.7	1	no
0	None	0	T10102	0	5	0	0	11	520.7	0	because
0	None	0	T10102	0	6	0	0	11	520.7	1	you
0	None	0	T10102	0	7	0	0	11	520.7	2	want
0	None	0	T10102	0	8	0	0	11	520.7	3	it
0	None	0	T10102	0	9	0	0	11	520.7	4	to
0	None	0	T10102	0	10	0	0	11	520.7	5	be
0	//	0	T10102	0	11	0	0	11	520.7	6	pretty
0	//	0	T10102	0	12	0	0	12	520.7	0	no
0	None	0	T10102	1	13	0	0	13	520.7	0	um
0	{H}	0	T10102	0	14	0	0	13	520.7	1	you
0	None	0	T10102	0	15	0	0	13	520.7	2	mix
0	None	0	T10102	0	16	0	0	13	520.7	3	the
0	None	0	T10102	0	17	0	0	13	520.7	4	colors
0	None	0	T10102	0	18	0	0	13	520.7	5	up
0	None	0	T10102	0	19	0	0	13	520.7	6	and
0	None	0	T10102	0	20	0	0	13	520.7	7	you
0	//	0	T10102	0	21	0	0	13	520.7	8	paint
0	//	0	T10102	0	22	0	0	14	520.7	0	no
1	+	1	T10102	0	23	1	0	15	520.7	0	because
0	None	0	T10102	1	24	1	0	15	520.7	1	um
0	None	0	T10102	0	25	1	0	15	520.7	2	because
0	None	0	T10102	0	26	0	0	15	520.7	3	you
0	None	0	T10102	0	27	0	0	15	520.7	4	want
0	None	0	T10102	0	28	0	0	15	520.7	5	them
0	{PBC}_/	0	T10102	0	29	0	0	15	520.7	6	to
0	None	0	T10102	0	30	0	0	16	520.7	0	and
0	None	0	T10102	0	31	0	0	16	520.7	1	i
0	None	0	T10102	0	32	0	0	16	520.7	2	can
0	None	0	T10102	0	33	0	0	16	520.7	3	see
0	None	0	T10102	0	34	0	0	16	520.7	4	a
0	//	0	T10102	0	35	0	0	16	520.7	5	spider
0	None	0	T10102	0	36	0	0	17	520.7	0	'cause
1	+	1	T10102	0	37	1	0	17	520.7	1	i-
0	None	0	T10102	0	38	1	0	17	520.7	2	i
0	None	0	T10102	0	39	0	0	17	520.7	3	don't
0	//	0	T10102	0	40	0	0	17	520.7	4	know
0	None	0	T10105	1	0	0	0	18	63.4	0	eh
0	None	0	T10105	1	1	0	0	18	63.4	1	mh
0	None	0	T10105	0	2	0	0	18	63.4	2	like
0	//	0	T10105	0	3	0	0	18	63.4	3	that
1	None	1	T10105	0	4	1	0	19	63.4	0	and
0	+	1	T10105	0	5	1	0	19	63.4	1	to
0	+	1	T10105	0	6	1	0	19	63.4	2	and
0	None	0	T10105	0	7	1	0	19	63.4	3	and
0	None	0	T10105	0	8	0	0	19	63.4	4	we
0	None	0	T10105	0	9	0	0	19	63.4	5	have
0	None	0	T10105	0	10	0	0	19	63.4	6	to
0	None	0	T10105	0	11	0	0	19	63.4	7	clean
1	+	1	T10105	0	12	1	0	19	63.4	8	if
0	None	1	T10105	0	13	1	0	19	63.4	9	if
0	None	1	T10105	0	14	1	0	19	63.4	10	you
0	+	1	T10105	0	15	1	0	19	63.4	11	if
0	None	0	T10105	0	16	0	0	19	63.4	12	when
0	None	0	T10105	0	17	0	0	19	63.4	13	it's
0	None	0	T10105	0	18	0	0	19	63.4	14	night
0	None	0	T10105	0	19	0	0	19	63.4	15	we
0	None	0	T10105	0	20	0	0	19	63.4	16	have
0	None	0	T10105	0	21	0	0	19	63.4	17	to
0	None	0	T10105	0	22	0	0	19	63.4	18	clean
0	None	0	T10105	0	23	0	0	19	63.4	19	our
0	//	0	T10105	0	24	0	0	19	63.4	20	teeths
0	None	0	T10105	0	25	0	0	20	63.4	0	because
1	+	1	T10105	0	26	1	0	20	63.4	1	if
0	None	0	T10105	0	27	1	0	20	63.4	2	when
0	None	0	T10105	0	28	0	0	20	63.4	3	it
0	None	0	T10105	0	29	0	0	20	63.4	4	is
0	None	0	T10105	0	30	0	0	20	63.4	5	<inaudible>
1	+	1	T10105	0	31	1	0	20	63.4	6	and
0	None	1	T10105	0	32	1	0	20	63.4	7	and
0	+	1	T10105	0	33	1	0	20	63.4	8	y-
0	None	1	T10105	0	34	1	0	20	63.4	9	and
0	+	1	T10105	0	35	1	0	20	63.4	10	y-
0	None	0	T10105	0	36	1	0	20	63.4	11	and
0	None	0	T10105	0	37	1	0	20	63.4	12	you
0	None	0	T10105	0	38	0	0	20	63.4	13	have
0	None	0	T10105	0	39	0	0	20	63.4	14	to
0	None	0	T10105	0	40	0	0	20	63.4	15	and
0	None	0	T10105	0	41	0	0	20	63.4	16	and
0	None	0	T10105	0	42	0	0	20	63.4	17	brush
0	None	0	T10105	0	43	0	0	20	63.4	18	your
0	{PBC}_//	0	T10105	0	44	0	0	20	63.4	19	teeths
0	{PBC}_//	0	T10105	0	45	0	0	21	63.4	0	ok
0	None	0	T10105	1	46	0	0	22	63.4	0	mh
0	None	0	T10105	0	47	0	0	22	63.4	1	like
0	//	0	T10105	0	48	0	0	22	63.4	2	this
0	None	0	T10105	1	49	0	0	23	63.4	0	ahm
1	+	1	T10105	0	50	1	0	23	63.4	1	i'm
0	None	0	T10105	0	51	1	0	23	63.4	2	i'm
0	None	0	T10105	0	52	0	0	23	63.4	3	brushing
0	None	0	T10105	0	53	0	0	23	63.4	4	my
0	{PBC}	0	T10105	0	54	0	0	23	63.4	5	teeths
0	None	0	T10105	1	55	0	0	23	63.4	6	mh
0	None	0	T10105	0	56	0	0	23	63.4	7	he'd
0	None	0	T10105	0	57	0	0	23	63.4	8	do
0	None	0	T10105	0	58	0	0	23	63.4	9	it
0	None	0	T10105	0	59	0	0	23	63.4	10	like
0	/	0	T10105	0	60	0	0	23	63.4	11	this
1	+	1	T10105	0	61	1	0	24	63.4	0	an-
0	+	1	T10105	0	62	1	0	24	63.4	1	an-
0	None	0	T10105	0	63	1	0	24	63.4	2	and
0	None	0	T10105	0	64	0	0	24	63.4	3	he
0	None	0	T10105	0	65	0	0	24	63.4	4	shouldn't
0	None	0	T10105	0	66	0	0	24	63.4	5	do
0	None	0	T10105	0	67	0	0	24	63.4	6	it
0	None	0	T10105	0	68	0	0	24	63.4	7	like
0	/	0	T10105	0	69	0	0	24	63.4	8	this
0	None	0	T10105	0	70	0	0	25	63.4	0	like
0	None	0	T10105	0	71	0	0	25	63.4	1	this
0	None	0	T10105	0	72	0	0	25	63.4	2	and
0	None	0	T10105	0	73	0	0	25	63.4	3	like
0	None	0	T10105	0	74	0	0	25	63.4	4	this
0	None	0	T10105	0	75	0	0	25	63.4	5	and
0	None	0	T10105	0	76	0	0	25	63.4	6	this
0	None	0	T10105	0	77	0	0	25	63.4	7	and
0	None	0	T10105	0	78	0	0	25	63.4	8	like
0	None	0	T10105	0	79	0	0	25	63.4	9	this
0	None	0	T10105	0	80	0	0	25	63.4	10	like
0	{PBC}_//	0	T10105	0	81	0	0	25	63.4	11	this
0	None	0	T10105	0	82	0	0	26	63.4	0	because
0	None	0	T10105	1	83	0	0	26	63.4	1	um
0	None	0	T10105	0	84	0	0	26	63.4	2	he
0	None	0	T10105	0	85	0	0	26	63.4	3	have
0	None	0	T10105	0	86	0	0	26	63.4	4	to
0	None	0	T10105	0	87	0	0	26	63.4	5	do
0	/	0	T10105	0	88	0	0	26	63.4	6	it
0	None	0	T10105	0	89	0	0	27	63.4	0	he
0	None	0	T10105	0	90	0	0	27	63.4	1	have
0	None	0	T10105	0	91	0	0	27	63.4	2	to
0	None	0	T10105	0	92	0	0	27	63.4	3	do
0	None	0	T10105	0	93	0	0	27	63.4	4	it
0	None	0	T10105	0	94	0	0	27	63.4	5	a
0	None	0	T10105	0	95	0	0	27	63.4	6	lot
0	None	0	T10105	0	96	0	0	27	63.4	7	of
0	{PBC}_//	0	T10105	0	97	0	0	27	63.4	8	times
0	None	0	T10105	0	98	0	0	28	63.4	0	because
0	None	0	T10105	0	99	0	0	28	63.4	1	um
0	None	0	T10105	0	100	0	0	28	63.4	2	um
0	None	0	T10105	0	101	0	0	28	63.4	3	um
0	None	0	T10105	0	102	0	0	28	63.4	4	the
0	None	0	T10105	0	103	0	0	28	63.4	5	um
0	None	0	T10105	0	104	0	0	28	63.4	6	and
0	None	0	T10105	0	105	0	0	28	63.4	7	she
0	None	0	T10105	0	106	0	0	28	63.4	8	have
0	None	0	T10105	0	107	0	0	28	63.4	9	to
0	None	0	T10105	0	108	0	0	28	63.4	10	brush
0	None	0	T10105	0	109	0	0	28	63.4	11	your
0	None	0	T10105	0	110	0	0	28	63.4	12	teeths
0	None	0	T10105	0	111	0	0	28	63.4	13	every
0	/	0	T10105	0	112	0	0	28	63.4	14	time
1	+	1	T10105	0	113	1	0	29	63.4	0	an-
0	None	0	T10105	0	114	1	0	29	63.4	1	and
0	None	0	T10105	0	115	0	0	29	63.4	2	because
1	+	1	T10105	0	116	1	0	29	63.4	3	if
0	+	1	T10105	0	117	1	0	29	63.4	4	if
0	None	0	T10105	0	118	1	0	29	63.4	5	when
1	+	1	T10105	0	119	1	1	29	63.4	6	and
0	None	1	T10105	0	120	1	1	29	63.4	7	you
0	+	1	T10105	0	121	1	1	29	63.4	8	don't
0	+	1	T10105	0	122	1	1	29	63.4	9	and
0	None	0	T10105	0	123	1	1	29	63.4	10	wash
1	+	1	T10105	0	124	2	1	29	63.4	11	in
0	None	0	T10105	0	125	0	1	29	63.4	12	your
0	None	0	T10105	0	126	0	0	29	63.4	13	teeths
0	None	0	T10105	0	127	0	0	29	63.4	14	it
1	+	1	T10105	0	128	1	0	29	63.4	15	a-
0	None	1	T10105	0	129	1	0	29	63.4	16	and
0	+	1	T10105	0	130	1	0	29	63.4	17	it-
0	None	1	T10105	0	131	1	0	29	63.4	18	it's
0	+	1	T10105	0	132	1	0	29	63.4	19	a-
0	None	0	T10105	0	133	1	0	29	63.4	20	and
0	None	0	T10105	0	134	0	0	29	63.4	21	your
0	None	0	T10105	0	135	0	0	29	63.4	22	teeth
0	None	0	T10105	0	136	0	0	29	63.4	23	is
0	None	0	T10105	0	137	0	0	29	63.4	24	gonna
1	None	1	T10105	0	138	1	0	29	63.4	25	make
0	+	1	T10105	0	139	1	0	29	63.4	26	in
0	None	0	T10105	0	140	0	0	29	63.4	27	go
0	//	0	T10105	0	141	0	0	29	63.4	28	colors
0	None	0	T10105	1	0	0	0	30	194.0	0	mh
0	None	0	T10105	0	1	0	0	30	194.0	1	i
0	None	0	T10105	0	2	0	0	30	194.0	2	had
0	None	0	T10105	0	3	0	0	30	194.0	3	to
0	None	0	T10105	0	4	0	0	30	194.0	4	get
0	None	0	T10105	0	5	0	0	30	194.0	5	the
0	None	0	T10105	0	6	0	0	30	194.0	6	colors
0	None	0	T10105	0	7	0	0	30	194.0	7	and
0	None	0	T10105	0	8	0	0	30	194.0	8	then
0	None	0	T10105	0	9	0	0	30	194.0	9	i
1	+	1	T10105	0	10	1	0	30	194.0	10	get
0	None	0	T10105	0	11	1	0	30	194.0	11	had
0	None	0	T10105	0	12	0	0	30	194.0	12	to
0	None	0	T10105	0	13	0	0	30	194.0	13	get
0	None	0	T10105	0	14	0	0	30	194.0	14	it's
0	{PBC}_//	0	T10105	0	15	0	0	30	194.0	15	<inaudible>
0	None	0	T10105	1	16	0	0	31	194.0	0	um
0	None	0	T10105	0	17	0	0	31	194.0	1	you
0	None	0	T10105	0	18	0	0	31	194.0	2	only
0	None	0	T10105	0	19	0	0	31	194.0	3	have
0	None	0	T10105	0	20	0	0	31	194.0	4	to
0	None	0	T10105	0	21	0	0	31	194.0	5	get
0	None	0	T10105	0	22	0	0	31	194.0	6	blue
1	+	1	T10105	0	23	1	0	31	194.0	7	an-
0	None	0	T10105	0	24	1	0	31	194.0	8	and
0	None	0	T10105	0	25	0	0	31	194.0	9	red
0	None	0	T10105	0	26	0	0	31	194.0	10	and
0	None	0	T10105	0	27	0	0	31	194.0	11	then
1	+	1	T10105	0	28	1	0	31	194.0	12	i
0	None	0	T10105	0	29	1	0	31	194.0	13	i
0	None	0	T10105	0	30	0	0	31	194.0	14	think
0	None	0	T10105	0	31	0	0	31	194.0	15	it's
0	None	0	T10105	0	32	0	0	31	194.0	16	gonna
0	None	0	T10105	0	33	0	0	31	194.0	17	turn
1	None	1	T10105	0	34	1	0	31	194.0	18	to
0	+	1	T10105	0	35	1	0	31	194.0	19	and
0	None	0	T10105	0	36	1	0	31	194.0	20	to
0	//	0	T10105	0	37	0	0	31	194.0	21	orange
0	None	0	T10105	0	38	0	0	32	194.0	0	because
1	+	1	T10105	0	39	1	0	32	194.0	1	an-
0	+	1	T10105	0	40	1	0	32	194.0	2	an-
0	+	1	T10105	0	41	1	0	32	194.0	3	an-
0	None	0	T10105	0	42	0	0	32	194.0	4	<inaudible>
0	None	0	T10105	0	43	0	0	32	194.0	5	like
0	None	0	T10105	0	44	0	0	32	194.0	6	when
0	None	0	T10105	0	45	0	0	32	194.0	7	you
0	None	0	T10105	0	46	0	0	32	194.0	8	change
0	None	0	T10105	0	47	0	0	32	194.0	9	color
1	+	1	T10105	0	48	1	1	32	194.0	10	an-
0	None	1	T10105	0	49	1	1	32	194.0	11	and
0	None	1	T10105	0	50	1	1	32	194.0	12	blue
0	+	1	T10105	0	51	1	1	32	194.0	13	is
0	None	0	T10105	0	52	1	1	32	194.0	14	and
0	None	0	T10105	0	53	1	1	32	194.0	15	blue
1	+	1	T10105	0	54	2	1	32	194.0	16	is
0	+	1	T10105	0	55	2	1	32	194.0	17	is
0	None	0	T10105	0	56	2	1	32	194.0	18	is
0	None	0	T10105	0	57	0	1	32	194.0	19	there
1	+	1	T10105	0	58	1	0	32	194.0	20	an-
0	+	1	T10105	0	59	1	0	32	194.0	21	an-
0	+	1	T10105	0	60	1	0	32	194.0	22	an-
0	+	1	T10105	0	61	1	0	32	194.0	23	an-
0	+	1	T10105	0	62	1	0	32	194.0	24	an-
0	+	1	T10105	0	63	1	0	32	194.0	25	an-
0	None	0	T10105	0	64	1	0	32	194.0	26	and
0	None	0	T10105	0	65	0	0	32	194.0	27	blue
1	+	1	T10105	0	66	1	0	32	194.0	28	an-
0	None	0	T10105	0	67	1	0	32	194.0	29	and
0	None	0	T10105	0	68	0	0	32	194.0	30	two
0	None	0	T10105	0	69	0	0	32	194.0	31	blues
0	None	0	T10105	0	70	0	0	32	194.0	32	and
0	None	0	T10105	0	71	0	0	32	194.0	33	the
0	None	0	T10105	0	72	0	0	32	194.0	34	other
0	None	0	T10105	0	73	0	0	32	194.0	35	doesn't
0	None	0	T10105	0	74	0	0	32	194.0	36	make
0	{PBC}_//	0	T10105	0	75	0	0	32	194.0	37	colors
0	None	0	T10105	0	76	0	0	33	194.0	0	'cause
0	None	0	T10105	0	77	0	0	33	194.0	1	he
0	None	0	T10105	0	78	0	0	33	194.0	2	have
0	None	0	T10105	0	79	0	0	33	194.0	3	to
0	None	0	T10105	0	80	0	0	33	194.0	4	make
0	None	0	T10105	0	81	0	0	33	194.0	5	in
0	None	0	T10105	0	82	0	0	33	194.0	6	different
0	/	0	T10105	0	83	0	0	33	194.0	7	colors
0	None	0	T10105	0	84	0	0	34	194.0	0	i
0	None	0	T10105	0	85	0	0	34	194.0	1	have
0	None	0	T10105	0	86	0	0	34	194.0	2	to
0	None	0	T10105	0	87	0	0	34	194.0	3	show
0	None	0	T10105	0	88	0	0	34	194.0	4	him
0	None	0	T10105	0	89	0	0	34	194.0	5	how
0	None	0	T10105	0	90	0	0	34	194.0	6	to
0	None	0	T10105	0	91	0	0	34	194.0	7	make
0	None	0	T10105	0	92	0	0	34	194.0	8	the
0	None	0	T10105	0	93	0	0	34	194.0	9	different
0	//	0	T10105	0	94	0	0	34	194.0	10	colors
0	None	0	T10105	0	95	0	0	35	194.0	0	you
0	None	0	T10105	0	96	0	0	35	194.0	1	only
0	None	0	T10105	0	97	0	0	35	194.0	2	have
0	None	0	T10105	0	98	0	0	35	194.0	3	to
0	None	0	T10105	0	99	0	0	35	194.0	4	get
1	+	1	T10105	0	100	1	0	35	194.0	5	b-
0	+	1	T10105	0	101	1	0	35	194.0	6	b-
0	None	0	T10105	0	102	1	0	35	194.0	7	blue
0	None	0	T10105	0	103	0	0	35	194.0	8	and
0	None	0	T10105	0	104	0	0	35	194.0	9	red
0	None	0	T10105	0	105	0	0	35	194.0	10	and
0	{H}	0	T10105	0	106	0	0	35	194.0	11	then
0	None	0	T10105	0	107	0	0	35	194.0	12	it's
0	None	0	T10105	0	108	0	0	35	194.0	13	gonna
0	None	0	T10105	0	109	0	0	35	194.0	14	change
0	None	0	T10105	0	110	0	0	35	194.0	15	to
0	//	0	T10105	0	111	0	0	35	194.0	16	colors
1	+	1	T10105	0	112	1	0	36	194.0	0	he
0	None	0	T10105	0	113	1	0	36	194.0	1	he
0	None	0	T10105	0	114	0	0	36	194.0	2	only
1	+	1	T10105	0	115	1	0	36	194.0	3	an-
0	+	1	T10105	0	116	1	0	36	194.0	4	an-
0	+	1	T10105	0	117	1	0	36	194.0	5	an-
0	+	1	T10105	0	118	1	0	36	194.0	6	an-
0	None	0	T10105	0	119	1	0	36	194.0	7	and
0	None	0	T10105	0	120	0	0	36	194.0	8	get
0	None	0	T10105	0	121	0	0	36	194.0	9	two
0	None	0	T10105	0	122	0	0	36	194.0	10	blues
0	None	0	T10105	0	123	0	0	36	194.0	11	and
0	None	0	T10105	0	124	0	0	36	194.0	12	then
1	+	1	T10105	0	125	1	0	36	194.0	13	an-
0	+	1	T10105	0	126	1	0	36	194.0	14	an-
0	+	1	T10105	0	127	1	0	36	194.0	15	un-
0	+	1	T10105	0	128	1	0	36	194.0	16	eh-
0	None	0	T10105	0	129	1	0	36	194.0	17	and
0	None	0	T10105	0	130	0	0	36	194.0	18	he
0	None	0	T10105	0	131	0	0	36	194.0	19	get
0	None	0	T10105	0	132	0	0	36	194.0	20	the
0	None	0	T10105	0	133	0	0	36	194.0	21	red
1	+	1	T10105	0	134	1	0	36	194.0	22	an-
0	+	1	T10105	0	135	1	0	36	194.0	23	an-
0	None	0	T10105	0	136	1	0	36	194.0	24	and
0	None	0	T10105	0	137	0	0	36	194.0	25	the
0	None	0	T10105	0	138	0	0	36	194.0	26	middle
0	None	0	T10105	0	139	0	0	36	194.0	27	and
0	None	0	T10105	0	140	0	0	36	194.0	28	then
0	None	0	T10105	0	141	0	0	36	194.0	29	it's
1	+	1	T10105	0	142	1	0	36	194.0	30	the
0	None	0	T10105	0	143	0	0	36	194.0	31	<inaudible>
0	None	0	T10105	0	144	0	0	36	194.0	32	and
0	None	0	T10105	0	145	0	0	36	194.0	33	gets
0	{PBC}_//	0	T10105	0	146	0	0	36	194.0	34	color
0	None	0	T10105	0	147	0	0	37	194.0	0	'cause
1	+	1	T10105	0	148	1	0	37	194.0	1	he
0	None	0	T10105	0	149	1	0	37	194.0	2	he
0	None	0	T10105	0	150	0	0	37	194.0	3	want
0	None	0	T10105	0	151	0	0	37	194.0	4	to
0	None	0	T10105	0	152	0	0	37	194.0	5	make
0	None	0	T10105	0	153	0	0	37	194.0	6	like
0	None	0	T10105	0	154	0	0	37	194.0	7	i
1	+	1	T10105	0	155	1	0	37	194.0	8	an-
0	None	0	T10105	0	156	1	0	37	194.0	9	and
0	None	0	T10105	0	157	0	0	37	194.0	10	make
0	None	0	T10105	0	158	0	0	37	194.0	11	the
0	{PBC}_//	0	T10105	0	159	0	0	37	194.0	12	colors
0	/	0	T10105	0	160	0	0	38	194.0	0	yes
0	None	0	T10105	0	161	0	0	39	194.0	0	him
0	None	0	T10105	0	162	0	0	39	194.0	1	because
1	None	1	T10105	0	163	1	0	39	194.0	2	he
0	+	1	T10105	0	164	1	0	39	194.0	3	want
0	+	1	T10105	0	165	1	0	39	194.0	4	he
0	+	1	T10105	0	166	1	0	39	194.0	5	you
0	+	1	T10105	0	167	1	0	39	194.0	6	he
0	+	1	T10105	0	168	1	0	39	194.0	7	and
0	None	0	T10105	0	169	1	0	39	194.0	8	he's
0	None	0	T10105	0	170	0	0	39	194.0	9	my
0	None	0	T10105	0	171	0	0	39	194.0	10	friend
1	+	1	T10105	0	172	1	1	39	194.0	11	and
0	None	0	T10105	0	173	1	1	39	194.0	12	and
1	+	1	T10105	0	174	2	1	39	194.0	13	he
0	+	1	T10105	0	175	2	1	39	194.0	14	him
0	None	1	T10105	0	176	2	1	39	194.0	15	he
0	None	1	T10105	0	177	2	1	39	194.0	16	like
0	None	1	T10105	0	178	2	1	39	194.0	17	to
0	None	1	T10105	0	179	2	1	39	194.0	18	make
0	+	1	T10105	0	180	2	1	39	194.0	19	th-
0	None	0	T10105	0	181	2	1	39	194.0	20	he
0	None	0	T10105	0	182	2	1	39	194.0	21	want
0	None	0	T10105	0	183	0	1	39	194.0	22	to
0	None	0	T10105	0	184	0	0	39	194.0	23	make
1	+	1	T10105	0	185	1	0	39	194.0	24	em
0	+	1	T10105	0	186	1	0	39	194.0	25	em
0	+	1	T10105	0	187	1	0	39	194.0	26	em
0	+	1	T10105	0	188	1	0	39	194.0	27	em
0	None	0	T10105	0	189	0	0	39	194.0	28	the
0	None	0	T10105	0	190	0	0	39	194.0	29	colors
0	None	0	T10105	0	191	0	0	39	194.0	30	like
0	//	0	T10105	0	192	0	0	39	194.0	31	me
0	None	0	T10108	0	0	0	0	40	39.6	0	with
0	None	0	T10108	0	1	0	0	40	39.6	1	a
0	{PBC}_//	0	T10108	0	2	0	0	40	39.6	2	toothbrush
0	None	0	T10108	0	3	0	0	41	39.6	0	i
0	None	0	T10108	0	4	0	0	41	39.6	1	don't
0	None	0	T10108	0	5	0	0	41	39.6	2	know
0	None	0	T10108	0	6	0	0	41	39.6	3	how'd
0	None	0	T10108	0	7	0	0	41	39.6	4	i
0	None	0	T10108	0	8	0	0	41	39.6	5	do
0	//	0	T10108	0	9	0	0	41	39.6	6	it
0	//	0	T10108	0	10	0	0	42	39.6	0	no
0	None	0	T10108	0	11	0	0	43	39.6	0	i
0	None	0	T10108	0	12	0	0	43	39.6	1	don't
0	//	0	T10108	0	13	0	0	43	39.6	2	know
0	//	0	T10108	0	14	0	0	44	39.6	0	mhn
0	//	0	T10108	0	15	0	0	45	39.6	0	no
0	None	0	T10108	0	16	0	0	46	39.6	0	i
0	None	0	T10108	0	17	0	0	46	39.6	1	don't
0	None	0	T10108	0	18	0	0	46	39.6	2	know
0	{PBC}_//	0	T10108	0	19	0	0	46	39.6	3	neither
0	//	0	T10108	0	20	0	0	47	39.6	0	no
0	None	0	T10108	0	21	0	0	48	39.6	0	i
0	None	0	T10108	0	22	0	0	48	39.6	1	don't
0	None	0	T10108	0	23	0	0	48	39.6	2	know
0	//	0	T10108	0	24	0	0	48	39.6	3	neither
0	None	0	T10108	0	0	0	0	49	111.1	0	because
0	None	0	T10108	0	1	0	0	49	111.1	1	i
0	None	0	T10108	0	2	0	0	49	111.1	2	use
0	//	0	T10108	0	3	0	0	49	111.1	3	paint
0	None	0	T10108	0	4	0	0	50	111.1	0	i
0	None	0	T10108	0	5	0	0	50	111.1	1	use
0	None	0	T10108	0	6	0	0	50	111.1	2	it
1	None	1	T10108	0	7	1	1	50	111.1	3	with
0	+	1	T10108	0	8	1	1	50	111.1	4	some
0	None	0	T10108	0	9	1	1	50	111.1	5	with
1	+	1	T10108	0	10	2	1	50	111.1	6	a
0	None	0	T10108	0	11	2	1	50	111.1	7	something
0	None	0	T10108	0	12	0	1	50	111.1	8	like
0	None	0	T10108	0	13	0	0	50	111.1	9	a
0	None	0	T10108	1	14	0	0	50	111.1	10	um
0	None	0	T10108	0	15	0	0	50	111.1	11	how
0	None	0	T10108	0	16	0	0	50	111.1	12	you
0	None	0	T10108	0	17	0	0	50	111.1	13	call
0	None	0	T10108	0	18	0	0	50	111.1	14	that
0	None	0	T10108	0	19	0	0	50	111.1	15	like
0	None	0	T10108	0	20	0	0	50	111.1	16	a
0	{PBC}_//	0	T10108	0	21	0	0	50	111.1	17	stick
0	None	0	T10108	0	22	0	0	51	111.1	0	because
0	None	0	T10108	0	23	0	0	51	111.1	1	they're
0	{PBC}_//	0	T10108	0	24	0	0	51	111.1	2	paints
0	None	0	T10108	0	25	0	0	52	111.1	0	i
0	None	0	T10108	0	26	0	0	52	111.1	1	don't
0	None	0	T10108	0	27	0	0	52	111.1	2	know
0	None	0	T10108	0	28	0	0	52	111.1	3	how
0	None	0	T10108	0	29	0	0	52	111.1	4	to
0	None	0	T10108	0	30	0	0	52	111.1	5	make
0	None	0	T10108	0	31	0	0	52	111.1	6	the
0	//	0	T10108	0	32	0	0	52	111.1	7	paints
0	None	0	T10108	0	33	0	0	53	111.1	0	because
0	None	0	T10108	0	34	0	0	53	111.1	1	i
0	None	0	T10108	0	35	0	0	53	111.1	2	like
0	None	0	T10108	0	36	0	0	53	111.1	3	making
0	None	0	T10108	0	37	0	0	53	111.1	4	different
0	//	0	T10108	0	38	0	0	53	111.1	5	colors
0	None	0	T10108	0	39	0	0	54	111.1	0	mh
0	None	0	T10108	0	40	0	0	54	111.1	1	pink
